edge_id,source_node_id,target_node_id,relation_type,timestamp,event_id,batch_id,event_type,process_stage,actor_id,facility_id,machine_id,duration_min,input_weight_kg,output_weight_kg,loss_weight_kg,process_status,delay_flag,anomaly_flag,route_variant,time_since_prev_min,capacity_utilization,reroute_flag,rework_flag,estimated_moisture,estimated_humidity_pressure,estimated_temp_stress,condition_score
EDGE-007615,DST-JKT-001,RTL-X002,supplied_to,2025-04-09T10:18:25+07:00,EVT-007615,BATCH-2025-0523,retail_delivery,retail,RTL-X002,RTL-X002,UNASSIGNED_MACHINE,225,1791.2,1784.36,6.84,delayed,1,0,standard,1038.8,0.068,0,0,15.375,1.179,2.93,0.499
EDGE-007616,FAR-JTG-007,BATCH-2025-0524,produces,2025-04-07T18:09:00+07:00,EVT-007616,BATCH-2025-0524,harvest,harvest,FAR-JTG-007,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,229,0.0,6099.1,0.0,success,0,0,standard,0.0,0.0,0,0,25.33,0.263,0.0,0.263
EDGE-007617,BATCH-2025-0524,FAC-JTG-001,arrives_at,2025-04-08T07:58:00+07:00,EVT-007617,BATCH-2025-0524,weighing,weighing,FAR-JTG-007,FAC-JTG-001,UNASSIGNED_MACHINE,40,6099.1,6089.8,9.3,success,0,0,standard,600.0,0.176,0,0,25.33,0.263,0.0,0.263
EDGE-007618,BATCH-2025-0524,FAC-JTG-001,cleaned_at,2025-04-08T14:49:51+07:00,EVT-007618,BATCH-2025-0524,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,88,6089.8,5951.51,138.29,success,0,0,standard,371.86,0.176,0,0,25.413,0.263,0.0,0.092
EDGE-007619,BATCH-2025-0524,MCH-DRY-X004,processed_by,2025-04-08T20:26:20+07:00,EVT-007619,BATCH-2025-0524,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X004,804,5951.51,5554.43,397.08,success,0,0,standard,248.47,0.187,0,0,16.467,0.016,0.662,0.296
EDGE-007620,BATCH-2025-0524,LAB-JTG-001,quality_checked_by,2025-04-09T20:11:42+07:00,EVT-007620,BATCH-2025-0524,inspection,quality_check,LAB-JTG-001,LAB-JTG-001,UNASSIGNED_MACHINE,58,5554.43,5554.43,0.0,success,0,0,standard,621.36,0.131,0,0,16.467,0.016,0.662,0.357
EDGE-007621,BATCH-2025-0524,WRH-JTG-001,stored_at,2025-04-10T15:22:10+07:00,EVT-007621,BATCH-2025-0524,storage,storage,WRH-JTG-001,WRH-JTG-001,UNASSIGNED_MACHINE,1562,5554.43,5507.37,47.06,success,0,0,standard,1092.47,0.109,0,0,16.467,0.089,0.662,0.066
EDGE-007622,BATCH-2025-0524,MCH-MIL-X004,milled_by,2025-04-12T13:26:19+07:00,EVT-007622,BATCH-2025-0524,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X004,399,5507.37,3587.01,1920.36,warning,0,0,standard,1202.15,0.196,0,0,16.467,0.089,1.646,0.512
EDGE-007623,BATCH-2025-0524,MCH-GRD-X012,finished_by,2025-04-13T06:04:08+07:00,EVT-007623,BATCH-2025-0524,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X012,217,3587.01,3545.73,41.28,success,0,0,standard,404.82,0.187,1,0,16.467,0.089,1.646,0.32
EDGE-007624,BATCH-2025-0524,FAC-JTG-001,packed_at,2025-04-13T11:55:22+07:00,EVT-007624,BATCH-2025-0524,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,97,3545.73,3535.35,10.38,warning,0,0,standard,134.23,0.176,0,0,16.467,0.089,1.646,0.074
EDGE-007625,BATCH-2025-0524,VAL-X001,verified_by,2025-04-14T23:37:50+07:00,EVT-007625,BATCH-2025-0524,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,8,3535.35,3535.35,0.0,success,1,0,standard,2045.46,0.148,0,0,16.467,0.089,1.646,0.052
EDGE-007626,WRH-JTG-001,TRK-X005,loaded_to,2025-04-17T06:22:23+07:00,EVT-007626,BATCH-2025-0524,loading,logistics,WRH-JTG-001,WRH-JTG-001,TRK-X005,104,3535.35,3521.87,13.48,success,1,0,standard,3193.56,0.077,0,0,16.467,0.089,1.646,0.155
EDGE-007627,TRK-X005,DST-X005,delivered_to,2025-04-18T02:45:46+07:00,EVT-007627,BATCH-2025-0524,distribution,distribution,DST-X005,DST-X005,TRK-X005,1473,3521.87,3507.29,14.59,success,0,0,standard,1119.38,0.064,0,0,16.467,0.089,1.646,0.223
EDGE-007628,DST-X005,RTL-JKT-001,supplied_to,2025-04-19T17:03:44+07:00,EVT-007628,BATCH-2025-0524,retail_delivery,retail,RTL-JKT-001,RTL-JKT-001,UNASSIGNED_MACHINE,327,3507.29,3495.84,11.45,success,0,0,standard,824.97,0.331,0,0,16.467,0.089,1.646,0.253
EDGE-007629,FAR-JTM-010,BATCH-2025-0525,produces,2025-05-23T15:22:00+07:00,EVT-007629,BATCH-2025-0525,harvest,harvest,FAR-JTM-010,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,213,0.0,1465.3,0.0,success,0,0,clean_first,0.0,0.0,0,0,25.35,0.144,0.0,0.144
EDGE-007630,BATCH-2025-0525,FAC-JTM-001,arrives_at,2025-05-24T10:55:00+07:00,EVT-007630,BATCH-2025-0525,weighing,weighing,FAR-JTM-010,FAC-JTM-001,UNASSIGNED_MACHINE,41,1465.3,1465.59,0.0,delayed,1,0,clean_first,960.0,0.062,0,0,25.35,0.144,0.0,0.144
EDGE-007631,BATCH-2025-0525,FAC-JTM-001,cleaned_at,2025-05-24T17:06:30+07:00,EVT-007631,BATCH-2025-0525,cleaning,cleaning,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,77,1465.59,1423.24,42.35,success,0,0,clean_first,330.51,0.062,0,0,25.467,0.144,0.0,0.05
EDGE-007632,BATCH-2025-0525,MCH-DRY-X005,processed_by,2025-05-27T06:11:18+07:00,EVT-007632,BATCH-2025-0525,drying,drying,FAC-JTM-001,FAC-JTM-001,MCH-DRY-X005,867,1423.24,1312.54,110.7,success,1,0,clean_first,3256.8,0.042,0,0,16.885,0.0,0.09,0.181
EDGE-007633,BATCH-2025-0525,VAL-002,verified_by,2025-05-30T01:55:44+07:00,EVT-007633,BATCH-2025-0525,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,7,1312.54,1312.54,0.0,success,1,0,clean_first,3197.44,0.071,0,0,16.885,0.0,0.09,0.017
EDGE-007634,BATCH-2025-0525,WRH-X005,stored_at,2025-05-30T07:07:22+07:00,EVT-007634,BATCH-2025-0525,storage,storage,WRH-X005,WRH-X005,UNASSIGNED_MACHINE,2100,1312.54,1303.68,8.86,success,0,0,clean_first,304.63,0.02,0,0,16.885,0.125,0.09,0.009
EDGE-007635,BATCH-2025-0525,VAL-003,verified_by,2025-06-01T02:42:42+07:00,EVT-007635,BATCH-2025-0525,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,6,1303.68,1303.68,0.0,success,0,0,clean_first,515.34,0.054,0,0,16.885,0.125,0.09,0.015
EDGE-007636,BATCH-2025-0525,LAB-JBR-001,quality_checked_by,2025-06-01T16:29:30+07:00,EVT-007636,BATCH-2025-0525,inspection,quality_check,LAB-JBR-001,LAB-JBR-001,UNASSIGNED_MACHINE,80,1303.68,1303.68,0.0,warning,0,1,clean_first,820.8,0.035,1,0,16.985,0.125,0.09,0.125
EDGE-007637,BATCH-2025-0525,FAC-JTM-001,reprocessed_at,2025-06-02T10:11:07+07:00,EVT-007637,BATCH-2025-0525,reprocessing,reprocessing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,296,1303.68,1287.0,16.67,warning,0,0,clean_first,981.61,0.062,0,1,16.073,0.125,0.09,0.498
EDGE-007638,BATCH-2025-0525,LAB-X006,quality_checked_by,2025-06-03T06:11:19+07:00,EVT-007638,BATCH-2025-0525,quality_check,quality_check,LAB-X006,LAB-X006,UNASSIGNED_MACHINE,103,1287.0,1287.0,0.0,success,0,0,clean_first,715.21,0.036,0,0,16.073,0.125,0.09,0.132
EDGE-007639,BATCH-2025-0525,MCH-MIL-X005,milled_by,2025-06-05T18:25:11+07:00,EVT-007639,BATCH-2025-0525,milling,milling,FAC-JTM-001,FAC-JTM-001,MCH-MIL-X005,415,1287.0,814.72,472.29,success,1,0,clean_first,3510.86,0.056,0,0,16.073,0.125,1.666,0.407
EDGE-007640,BATCH-2025-0525,MCH-GRD-X005,finished_by,2025-06-06T19:00:19+07:00,EVT-007640,BATCH-2025-0525,grading,finishing,FAC-JTM-001,FAC-JTM-001,MCH-GRD-X005,230,814.72,789.96,24.76,success,0,0,clean_first,1060.13,0.062,0,0,16.073,0.125,1.666,0.285
EDGE-007641,BATCH-2025-0525,FAC-JTM-001,packed_at,2025-06-07T13:17:29+07:00,EVT-007641,BATCH-2025-0525,packing,packing,FAC-JTM-001,FAC-JTM-001,UNASSIGNED_MACHINE,159,789.96,783.57,6.39,success,0,0,clean_first,867.17,0.062,0,0,16.073,0.125,1.666,0.049
EDGE-007642,BATCH-2025-0525,VAL-002,verified_by,2025-06-07T21:39:04+07:00,EVT-007642,BATCH-2025-0525,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,9,783.57,783.57,0.0,success,0,0,clean_first,342.57,0.075,0,0,16.073,0.125,1.666,0.226
EDGE-007643,WRH-X005,TRK-X005,loaded_to,2025-06-08T20:38:11+07:00,EVT-007643,BATCH-2025-0525,loading,logistics,WRH-X005,WRH-X005,TRK-X005,101,783.57,778.52,5.05,success,0,0,clean_first,1370.13,0.075,0,0,16.073,0.125,1.666,0.514
EDGE-007644,TRK-X005,DST-MTR-001,delivered_to,2025-06-09T21:14:24+07:00,EVT-007644,BATCH-2025-0525,distribution,distribution,DST-MTR-001,DST-MTR-001,TRK-X005,1354,778.52,778.38,0.14,success,0,0,clean_first,1375.22,0.02,0,0,16.073,0.125,1.666,0.407
EDGE-007645,FAR-JTM-011,BATCH-2025-0526,produces,2025-03-08T12:10:00+07:00,EVT-007645,BATCH-2025-0526,harvest,harvest,FAR-JTM-011,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,126,0.0,5772.1,0.0,success,0,0,clean_first,0.0,0.0,0,0,26.79,0.502,0.0,0.502
EDGE-007646,BATCH-2025-0526,FAC-JTG-001,arrives_at,2025-03-09T12:16:00+07:00,EVT-007646,BATCH-2025-0526,weighing,weighing,FAR-JTM-011,FAC-JTG-001,UNASSIGNED_MACHINE,40,5772.1,5757.71,14.39,delayed,1,1,clean_first,1320.0,0.312,1,0,26.79,0.502,0.0,0.502
EDGE-007647,BATCH-2025-0526,FAC-JTG-001,cleaned_at,2025-03-10T06:24:24+07:00,EVT-007647,BATCH-2025-0526,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,110,5757.71,5615.37,142.34,success,0,1,clean_first,588.4,0.312,1,0,26.749,0.502,0.0,0.176
EDGE-007648,BATCH-2025-0526,MCH-DRY-X005,processed_by,2025-03-10T20:34:17+07:00,EVT-007648,BATCH-2025-0526,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X005,679,5615.37,5119.39,495.98,success,0,0,clean_first,739.9,0.152,0,0,17.279,0.231,0.245,0.641
EDGE-007649,BATCH-2025-0526,LAB-X005,quality_checked_by,2025-03-11T19:19:34+07:00,EVT-007649,BATCH-2025-0526,inspection,quality_check,LAB-X005,LAB-X005,UNASSIGNED_MACHINE,92,5119.39,5119.39,0.0,success,0,0,clean_first,686.28,0.129,0,1,17.279,0.231,0.245,0.731
EDGE-007650,BATCH-2025-0526,MCH-DRY-X006,reprocessed_by,2025-03-13T16:40:51+07:00,EVT-007650,BATCH-2025-0526,re_drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X006,365,5119.39,5021.1,98.3,failed,1,1,clean_first,2629.28,0.363,0,1,14.366,0.121,4.777,0.908
EDGE-007651,BATCH-2025-0526,VAL-001,verified_by,2025-03-14T11:46:32+07:00,EVT-007651,BATCH-2025-0526,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,7,5021.1,5021.1,0.0,success,0,0,clean_first,780.69,0.201,0,0,14.366,0.121,4.777,0.588
EDGE-007652,BATCH-2025-0526,WRH-JTM-001,stored_at,2025-03-15T02:22:36+07:00,EVT-007652,BATCH-2025-0526,storage,storage,WRH-JTM-001,WRH-JTM-001,UNASSIGNED_MACHINE,1764,5021.1,4964.64,56.46,success,0,0,clean_first,869.06,0.056,0,0,14.366,0.228,4.777,0.146
EDGE-007653,BATCH-2025-0526,LAB-JTM-001,quality_checked_by,2025-03-17T06:31:33+07:00,EVT-007653,BATCH-2025-0526,inspection,quality_check,LAB-JTM-001,LAB-JTM-001,UNASSIGNED_MACHINE,69,4964.64,4964.64,0.0,success,0,0,clean_first,1314.94,0.215,0,0,14.366,0.228,4.777,0.228
EDGE-007654,BATCH-2025-0526,MCH-MIL-003,milled_by,2025-03-18T17:50:45+07:00,EVT-007654,BATCH-2025-0526,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-003,488,4964.64,3248.91,1715.73,warning,1,1,clean_first,2050.21,0.179,0,0,14.366,0.228,6.303,0.184
EDGE-007655,BATCH-2025-0526,VAL-001,verified_by,2025-03-19T09:37:38+07:00,EVT-007655,BATCH-2025-0526,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,8,3248.91,3248.91,0.0,warning,0,1,clean_first,458.88,0.256,0,0,14.366,0.228,6.303,0.802
EDGE-007656,BATCH-2025-0526,MCH-GRD-X006,finished_by,2025-03-19T21:38:00+07:00,EVT-007656,BATCH-2025-0526,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X006,214,3248.91,3143.28,105.63,success,0,0,clean_first,712.37,0.202,0,0,14.366,0.228,6.303,1.069
EDGE-007657,BATCH-2025-0526,FAC-JTG-001,packed_at,2025-03-20T09:30:24+07:00,EVT-007657,BATCH-2025-0526,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,170,3143.28,3127.22,16.06,warning,0,0,clean_first,498.39,0.312,1,0,14.366,0.228,6.303,0.148
EDGE-007658,BATCH-2025-0526,VAL-X002,verified_by,2025-03-20T23:58:19+07:00,EVT-007658,BATCH-2025-0526,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,7,3127.22,3127.22,0.0,success,0,0,clean_first,697.93,0.102,0,0,14.366,0.228,6.303,1.036
EDGE-007659,WRH-JTM-001,TRK-JTM-001,loaded_to,2025-03-21T14:13:31+07:00,EVT-007659,BATCH-2025-0526,loading,logistics,WRH-JTM-001,WRH-JTM-001,TRK-JTM-001,114,3127.22,3111.59,15.63,delayed,1,0,clean_first,848.19,0.118,0,0,14.366,0.228,6.303,0.413
EDGE-007660,TRK-JTM-001,DST-PLG-001,delivered_to,2025-03-23T14:41:09+07:00,EVT-007660,BATCH-2025-0526,distribution,distribution,DST-PLG-001,DST-PLG-001,TRK-JTM-001,1362,3111.59,3104.38,7.21,success,1,0,clean_first,2793.64,0.06,0,0,14.366,0.228,6.303,0.422
EDGE-007661,DST-PLG-001,RTL-X001,supplied_to,2025-03-26T20:54:29+07:00,EVT-007661,BATCH-2025-0526,retail_delivery,retail,RTL-X001,RTL-X001,UNASSIGNED_MACHINE,302,3104.38,3085.92,18.46,success,1,0,clean_first,3331.33,0.213,0,0,14.366,0.228,6.303,0.46
EDGE-007662,FAR-JBR-002,BATCH-2025-0527,produces,2025-02-25T23:36:00+07:00,EVT-007662,BATCH-2025-0527,harvest,harvest,FAR-JBR-002,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,233,0.0,3490.2,0.0,success,0,0,inspection_heavy,0.0,0.0,0,0,29.1,0.864,0.0,0.864
EDGE-007663,BATCH-2025-0527,FAC-JBR-001,arrives_at,2025-02-28T06:19:00+07:00,EVT-007663,BATCH-2025-0527,weighing,weighing,FAR-JBR-002,FAC-JBR-001,UNASSIGNED_MACHINE,33,3490.2,3489.59,0.61,delayed,1,0,inspection_heavy,2700.0,0.137,0,0,29.1,0.864,0.0,0.864
EDGE-007664,BATCH-2025-0527,FAC-JBR-001,cleaned_at,2025-03-01T06:18:43+07:00,EVT-007664,BATCH-2025-0527,cleaning,cleaning,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,78,3489.59,3423.91,65.68,success,0,0,inspection_heavy,962.73,0.137,0,0,29.159,0.864,0.0,0.302
EDGE-007665,BATCH-2025-0527,MCH-DRY-X001,processed_by,2025-03-01T18:22:01+07:00,EVT-007665,BATCH-2025-0527,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X001,561,3423.91,3138.9,285.01,delayed,1,1,inspection_heavy,645.29,0.199,0,0,18.501,0.699,0.313,1.197
EDGE-007666,BATCH-2025-0527,LAB-X001,quality_checked_by,2025-03-03T06:23:37+07:00,EVT-007666,BATCH-2025-0527,inspection,quality_check,LAB-X001,LAB-X001,UNASSIGNED_MACHINE,99,3138.9,3138.9,0.0,warning,0,0,inspection_heavy,1099.6,0.126,0,0,18.702,0.699,0.313,1.344
EDGE-007667,BATCH-2025-0527,WRH-JBR-001,stored_at,2025-03-04T15:07:29+07:00,EVT-007667,BATCH-2025-0527,storage,storage,WRH-JBR-001,WRH-JBR-001,UNASSIGNED_MACHINE,1175,3138.9,3105.2,33.7,warning,1,1,inspection_heavy,1864.88,0.04,0,0,19.086,1.165,0.313,0.717
EDGE-007668,BATCH-2025-0527,LAB-JTM-001,quality_checked_by,2025-03-06T06:22:56+07:00,EVT-007668,BATCH-2025-0527,quality_check,quality_check,LAB-JTM-001,LAB-JTM-001,UNASSIGNED_MACHINE,48,3105.2,3105.2,0.0,warning,0,1,inspection_heavy,1111.44,0.24,1,0,19.163,1.165,0.313,1.197
EDGE-007669,BATCH-2025-0527,FAC-JBR-001,reprocessed_at,2025-03-07T16:23:26+07:00,EVT-007669,BATCH-2025-0527,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,192,3105.2,2992.55,112.64,warning,1,1,inspection_heavy,1992.49,0.137,0,1,18.868,1.165,0.313,1.8
EDGE-007670,BATCH-2025-0527,MCH-MIL-X002,milled_by,2025-03-09T08:50:01+07:00,EVT-007670,BATCH-2025-0527,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X002,479,2992.55,1954.96,1037.59,success,1,1,inspection_heavy,2234.59,0.062,0,0,18.868,1.165,1.942,1.328
EDGE-007671,BATCH-2025-0527,FAC-JBR-001,packed_at,2025-03-10T10:16:38+07:00,EVT-007671,BATCH-2025-0527,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,160,1954.96,1949.6,5.36,success,0,0,inspection_heavy,1047.62,0.137,0,0,18.868,1.165,1.942,0.321
EDGE-007672,BATCH-2025-0527,VAL-003,verified_by,2025-03-11T18:59:35+07:00,EVT-007672,BATCH-2025-0527,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,6,1949.6,1949.6,0.0,success,1,1,inspection_heavy,1802.96,0.1,0,0,18.868,1.165,1.942,1.035
EDGE-007673,WRH-JBR-001,TRK-X002,loaded_to,2025-03-12T15:50:19+07:00,EVT-007673,BATCH-2025-0527,loading,logistics,WRH-JBR-001,WRH-JBR-001,TRK-X002,135,1949.6,1940.27,9.33,success,0,0,inspection_heavy,1244.73,0.035,0,0,18.868,1.165,1.942,0.736
EDGE-007674,TRK-X002,DST-JKT-001,delivered_to,2025-03-13T15:29:31+07:00,EVT-007674,BATCH-2025-0527,distribution,distribution,DST-JKT-001,DST-JKT-001,TRK-X002,682,1940.27,1929.1,11.17,success,0,0,inspection_heavy,1284.19,0.064,0,0,18.868,1.165,1.942,0.623
EDGE-007675,DST-JKT-001,RTL-SBY-001,supplied_to,2025-03-15T05:14:03+07:00,EVT-007675,BATCH-2025-0527,retail_delivery,retail,RTL-SBY-001,RTL-SBY-001,UNASSIGNED_MACHINE,406,1929.1,1926.97,2.13,success,1,0,inspection_heavy,1582.53,0.302,0,0,18.868,1.165,1.942,0.565
EDGE-007676,FAR-JBR-004,BATCH-2025-0528,produces,2025-04-29T12:15:00+07:00,EVT-007676,BATCH-2025-0528,harvest,harvest,FAR-JBR-004,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,109,0.0,4252.9,0.0,success,0,0,standard,0.0,0.0,0,0,28.74,0.85,0.0,0.85
EDGE-007677,BATCH-2025-0528,FAC-JBR-001,arrives_at,2025-04-30T13:04:00+07:00,EVT-007677,BATCH-2025-0528,weighing,weighing,FAR-JBR-004,FAC-JBR-001,UNASSIGNED_MACHINE,39,4252.9,4240.41,12.49,success,0,0,standard,1380.0,0.188,0,0,28.74,0.85,0.0,0.85
EDGE-007678,BATCH-2025-0528,FAC-JBR-001,cleaned_at,2025-05-01T06:23:23+07:00,EVT-007678,BATCH-2025-0528,cleaning,cleaning,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,96,4240.41,4189.69,50.72,success,0,0,standard,536.39,0.188,0,0,28.857,0.85,0.0,0.297
EDGE-007679,BATCH-2025-0528,MCH-DRY-X001,processed_by,2025-05-01T14:25:46+07:00,EVT-007679,BATCH-2025-0528,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X001,812,4189.69,3814.54,375.15,success,0,1,standard,386.39,0.399,0,0,18.764,0.786,0.782,1.158
EDGE-007680,BATCH-2025-0528,MCH-DRY-X001,reprocessed_by,2025-05-02T21:56:36+07:00,EVT-007680,BATCH-2025-0528,re_drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X001,411,3814.54,3678.34,136.2,failed,0,1,standard,1078.83,0.608,0,1,14.71,0.539,1.362,1.79
EDGE-007681,BATCH-2025-0528,VAL-X001,verified_by,2025-05-03T16:33:42+07:00,EVT-007681,BATCH-2025-0528,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,6,3678.34,3678.34,0.0,warning,0,0,standard,706.1,0.13,0,0,14.71,0.539,1.362,0.391
EDGE-007682,BATCH-2025-0528,WRH-JBR-001,stored_at,2025-05-04T05:10:48+07:00,EVT-007682,BATCH-2025-0528,storage,storage,WRH-JBR-001,WRH-JBR-001,UNASSIGNED_MACHINE,1551,3678.34,3631.61,46.74,warning,0,0,standard,751.1,0.073,0,0,14.71,0.69,1.362,0.572
EDGE-007683,BATCH-2025-0528,LAB-JBR-001,quality_checked_by,2025-05-05T19:06:33+07:00,EVT-007683,BATCH-2025-0528,quality_check,quality_check,LAB-JBR-001,LAB-JBR-001,UNASSIGNED_MACHINE,65,3631.61,3631.61,0.0,warning,0,0,standard,724.74,0.123,0,0,14.899,0.69,1.362,0.69
EDGE-007684,BATCH-2025-0528,MCH-MIL-X001,milled_by,2025-05-07T06:17:29+07:00,EVT-007684,BATCH-2025-0528,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X001,342,3631.61,2335.3,1296.31,warning,1,0,standard,1813.94,0.143,0,0,14.899,0.69,2.012,0.452
EDGE-007685,BATCH-2025-0528,MCH-SRT-001,finished_by,2025-05-08T06:22:04+07:00,EVT-007685,BATCH-2025-0528,grading,finishing,FAC-JBR-001,FAC-JBR-001,MCH-SRT-001,120,2335.3,2292.01,43.28,success,0,0,standard,969.58,0.158,0,0,14.899,0.69,2.012,0.369
EDGE-007686,BATCH-2025-0528,FAC-JBR-001,packed_at,2025-05-08T18:01:26+07:00,EVT-007686,BATCH-2025-0528,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,94,2292.01,2286.46,5.55,warning,0,0,standard,579.37,0.188,0,0,14.899,0.69,2.012,0.222
EDGE-007687,BATCH-2025-0528,VAL-002,verified_by,2025-05-09T06:17:25+07:00,EVT-007687,BATCH-2025-0528,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,4,2286.46,2286.46,0.0,warning,0,0,standard,641.98,0.084,0,0,14.899,0.69,2.012,0.429
EDGE-007688,WRH-JBR-001,TRK-X004,loaded_to,2025-05-10T06:40:26+07:00,EVT-007688,BATCH-2025-0528,loading,logistics,WRH-JBR-001,WRH-JBR-001,TRK-X004,146,2286.46,2270.79,15.67,warning,0,0,standard,943.01,0.073,0,0,14.899,0.69,2.012,0.153
EDGE-007689,TRK-X004,DST-MKS-001,delivered_to,2025-05-13T04:25:03+07:00,EVT-007689,BATCH-2025-0528,distribution,distribution,DST-MKS-001,DST-MKS-001,TRK-X004,930,2270.79,2259.69,11.1,success,1,0,standard,4038.62,0.046,0,0,14.899,0.69,2.012,0.117
EDGE-007690,DST-MKS-001,RTL-X007,supplied_to,2025-05-16T06:09:49+07:00,EVT-007690,BATCH-2025-0528,retail_delivery,retail,RTL-X007,RTL-X007,UNASSIGNED_MACHINE,170,2259.69,2247.13,12.57,success,1,0,standard,3494.77,0.184,0,0,14.899,0.69,2.012,0.212
EDGE-007691,FAR-SSM-018,BATCH-2025-0529,produces,2025-05-17T20:05:00+07:00,EVT-007691,BATCH-2025-0529,harvest,harvest,FAR-SSM-018,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,148,0.0,6022.5,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,26.29,0.812,0.0,0.812
EDGE-007692,BATCH-2025-0529,FAC-SSM-001,arrives_at,2025-05-19T06:06:00+07:00,EVT-007692,BATCH-2025-0529,weighing,weighing,FAR-SSM-018,FAC-SSM-001,UNASSIGNED_MACHINE,48,6022.5,6009.82,12.68,success,1,0,qc_before_storage,1620.0,0.2,0,0,26.29,0.812,0.0,0.812
EDGE-007693,BATCH-2025-0529,MCH-DRY-X010,processed_by,2025-05-19T16:31:26+07:00,EVT-007693,BATCH-2025-0529,drying,drying,FAC-SSM-001,FAC-SSM-001,MCH-DRY-X010,628,6009.82,5538.39,471.43,warning,0,1,qc_before_storage,577.44,0.231,0,0,17.359,0.524,4.58,0.915
EDGE-007694,BATCH-2025-0529,LAB-X009,quality_checked_by,2025-05-20T12:17:16+07:00,EVT-007694,BATCH-2025-0529,inspection,quality_check,LAB-X009,LAB-X009,UNASSIGNED_MACHINE,70,5538.39,5538.39,0.0,success,0,0,qc_before_storage,557.83,0.188,0,1,17.359,0.524,4.58,1.039
EDGE-007695,BATCH-2025-0529,MCH-DRY-X009,reprocessed_by,2025-05-21T20:22:27+07:00,EVT-007695,BATCH-2025-0529,re_drying,drying,FAC-SSM-001,FAC-SSM-001,MCH-DRY-X009,290,5538.39,5407.69,130.7,success,1,0,qc_before_storage,1855.19,0.129,0,1,13.956,0.243,5.658,1.219
EDGE-007696,BATCH-2025-0529,LAB-X010,quality_checked_by,2025-05-22T11:57:59+07:00,EVT-007696,BATCH-2025-0529,quality_check,quality_check,LAB-X010,LAB-X010,UNASSIGNED_MACHINE,64,5407.69,5407.69,0.0,success,0,0,qc_before_storage,645.53,0.226,0,0,13.956,0.243,5.658,0.243
EDGE-007697,BATCH-2025-0529,WRH-JBR-001,stored_at,2025-05-23T00:48:36+07:00,EVT-007697,BATCH-2025-0529,storage,storage,WRH-JBR-001,WRH-JBR-001,UNASSIGNED_MACHINE,3438,5407.69,5369.04,38.65,success,0,0,qc_before_storage,706.62,0.105,1,0,14.211,0.879,5.658,0.291
